Time,I_FIB,I_FOB,I_FSC,I_P3V3,I_FIBH,I_FOBH,I_FSCH,I_P1V8,Temp,V_P2V4,V_P3V3,V_P12V,V_P8V,V_N8V,V_P5V,V_N5V
20160816T191121.274957,1,22873,22873,0,2137,8,256,13,46848,1,23130,23130,0,2138,8,256,
20160829T102653.337457,256,13,49152,1,25443,25443,0,2147,8,256,13,49408,1,25700,25700,0,
20160816T191155.274957,1,27242,27242,0,2154,8,256,13,51200,1,27499,27499,0,2155,8,256,
20160829T125157.337457,256,13,53504,1,29812,29812,0,2164,8,256,13,53760,1,30069,30069,0,
20160816T191229.274957,1,31611,31611,0,2171,8,256,13,55552,1,31868,31868,0,2172,8,256,
20160829T151701.337457,256,13,57856,1,34181,34181,0,2181,8,256,13,58112,1,34438,34438,0,
20160816T191303.274957,1,35980,35980,0,2188,8,256,13,59904,1,36237,36237,0,2189,8,256,
20160829T174205.337457,256,13,62208,1,38550,38550,0,2198,8,256,13,62464,1,38807,38807,0,
20160816T191337.274957,1,40349,40349,0,2205,8,256,13,64256,1,40606,40606,0,2206,8,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T191355.274957,1,42662,42662,0,2214,8,256,14,1024,1,42919,42919,0,2215,8,256,
20160829T212357.337457,256,14,3328,1,45232,45232,0,2224,8,256,14,3584,1,45489,45489,0,
20160816T191429.274957,1,47031,47031,0,2231,8,256,14,5376,1,47288,47288,0,2232,8,256,
20160829T234901.337457,256,14,7680,1,49601,49601,0,2241,8,256,14,7936,1,49858,49858,0,
20160816T191503.274957,1,51400,51400,0,2248,8,256,14,9728,1,51657,51657,0,2249,8,256,
20160830T021405.337457,256,14,12032,1,53970,53970,0,2258,8,256,14,12288,1,54227,54227,0,
20160816T191537.274957,1,55769,55769,0,2265,8,256,14,14080,1,56026,56026,0,2266,8,256,
20160830T043909.337457,256,14,16384,1,58339,58339,0,2275,8,256,14,16640,1,58596,58596,0,
20160816T191611.274957,1,60138,60138,0,2282,8,256,14,18432,1,60395,60395,0,2283,8,256,
20160830T070413.337457,256,14,20736,1,62708,62708,0,2292,8,256,14,20992,1,62965,62965,0,
20160816T191645.274957,1,64507,64507,0,2299,8,256,14,22784,1,64764,64764,0,2300,8,256,
20160830T092917.345269,256,14,25088,1,1285,1285,0,2309,9,256,14,25344,1,1542,1542,0,
20160816T191719.274957,1,3084,3084,0,2316,9,256,14,27136,1,3341,3341,0,2317,9,256,
20160830T115421.345269,256,14,29440,1,5654,5654,0,2326,9,256,14,29696,1,5911,5911,0,
20160816T191753.274957,1,7453,7453,0,2333,9,256,14,31488,1,7710,7710,0,2334,9,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T191811.274957,1,9766,9766,0,2342,9,256,14,33792,1,10023,10023,0,2343,9,256,
20160830T153613.345269,256,14,36096,1,12336,12336,0,2352,9,256,14,36352,1,12593,12593,0,
20160816T191845.274957,1,14135,14135,0,2359,9,256,14,38144,1,14392,14392,0,2360,9,256,
20160830T180117.345269,256,14,40448,1,16705,16705,0,2369,9,256,14,40704,1,16962,16962,0,
20160816T191919.274957,1,18504,18504,0,2376,9,256,14,42496,1,18761,18761,0,2377,9,256,
20160830T202621.345269,256,14,44800,1,21074,21074,0,2386,9,256,14,45056,1,21331,21331,0,
20160816T191953.274957,1,22873,22873,0,2393,9,256,14,46848,1,23130,23130,0,2394,9,256,
20160830T225125.345269,256,14,49152,1,25443,25443,0,2403,9,256,14,49408,1,25700,25700,0,
20160816T192027.274957,1,27242,27242,0,2410,9,256,14,51200,1,27499,27499,0,2411,9,256,
20160831T011629.345269,256,14,53504,1,29812,29812,0,2420,9,256,14,53760,1,30069,30069,0,
20160816T192101.274957,1,31611,31611,0,2427,9,256,14,55552,1,31868,31868,0,2428,9,256,
20160831T034133.345269,256,14,57856,1,34181,34181,0,2437,9,256,14,58112,1,34438,34438,0,
20160816T192135.274957,1,35980,35980,0,2444,9,256,14,59904,1,36237,36237,0,2445,9,256,
20160831T060637.345269,256,14,62208,1,38550,38550,0,2454,9,256,14,62464,1,38807,38807,0,
20160816T192209.274957,1,40349,40349,0,2461,9,256,14,64256,1,40606,40606,0,2462,9,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T192227.274957,1,42662,42662,0,2470,9,256,15,1024,1,42919,42919,0,2471,9,256,
20160831T094829.345269,256,15,3328,1,45232,45232,0,2480,9,256,15,3584,1,45489,45489,0,
20160816T192301.274957,1,47031,47031,0,2487,9,256,15,5376,1,47288,47288,0,2488,9,256,
20160831T121333.345269,256,15,7680,1,49601,49601,0,2497,9,256,15,7936,1,49858,49858,0,
20160816T192335.274957,1,51400,51400,0,2504,9,256,15,9728,1,51657,51657,0,2505,9,256,
20160831T143837.345269,256,15,12032,1,53970,53970,0,2514,9,256,15,12288,1,54227,54227,0,
20160816T192409.274957,1,55769,55769,0,2521,9,256,15,14080,1,56026,56026,0,2522,9,256,
20160831T170341.345269,256,15,16384,1,58339,58339,0,2531,9,256,15,16640,1,58596,58596,0,
20160816T192443.274957,1,60138,60138,0,2538,9,256,15,18432,1,60395,60395,0,2539,9,256,
20160831T192845.345269,256,15,20736,1,62708,62708,0,2548,9,256,15,20992,1,62965,62965,0,
20160816T192517.274957,1,64507,64507,0,2555,9,256,15,22784,1,64764,64764,0,2556,9,256,
20160831T215349.353082,256,15,25088,1,1285,1285,0,2565,10,256,15,25344,1,1542,1542,0,
20160816T192551.274957,1,3084,3084,0,2572,10,256,15,27136,1,3341,3341,0,2573,10,256,
20160901T001853.353082,256,15,29440,1,5654,5654,0,2582,10,256,15,29696,1,5911,5911,0,
20160816T192625.274957,1,7453,7453,0,2589,10,256,15,31488,1,7710,7710,0,2590,10,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T192643.274957,1,9766,9766,0,2598,10,256,15,33792,1,10023,10023,0,2599,10,256,
20160901T040045.353082,256,15,36096,1,12336,12336,0,2608,10,256,15,36352,1,12593,12593,0,
20160816T192717.274957,1,14135,14135,0,2615,10,256,15,38144,1,14392,14392,0,2616,10,256,
20160901T062549.353082,256,15,40448,1,16705,16705,0,2625,10,256,15,40704,1,16962,16962,0,
20160816T192751.274957,1,18504,18504,0,2632,10,256,15,42496,1,18761,18761,0,2633,10,256,
20160901T085053.353082,256,15,44800,1,21074,21074,0,2642,10,256,15,45056,1,21331,21331,0,
20160816T192825.274957,1,22873,22873,0,2649,10,256,15,46848,1,23130,23130,0,2650,10,256,
20160901T111557.353082,256,15,49152,1,25443,25443,0,2659,10,256,15,49408,1,25700,25700,0,
20160816T192859.274957,1,27242,27242,0,2666,10,256,15,51200,1,27499,27499,0,2667,10,256,
20160901T134101.353082,256,15,53504,1,29812,29812,0,2676,10,256,15,53760,1,30069,30069,0,
20160816T192933.274957,1,31611,31611,0,2683,10,256,15,55552,1,31868,31868,0,2684,10,256,
20160901T160605.353082,256,15,57856,1,34181,34181,0,2693,10,256,15,58112,1,34438,34438,0,
20160816T193007.274957,1,35980,35980,0,2700,10,256,15,59904,1,36237,36237,0,2701,10,256,
20160901T183109.353082,256,15,62208,1,38550,38550,0,2710,10,256,15,62464,1,38807,38807,0,
20160816T193041.274957,1,40349,40349,0,2717,10,256,15,64256,1,40606,40606,0,2718,10,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T193059.274957,1,42662,42662,0,2726,10,256,16,1024,1,42919,42919,0,2727,10,256,
20160901T221301.353082,256,16,3328,1,45232,45232,0,2736,10,256,16,3584,1,45489,45489,0,
20160816T193133.274957,1,47031,47031,0,2743,10,256,16,5376,1,47288,47288,0,2744,10,256,
20160902T003805.353082,256,16,7680,1,49601,49601,0,2753,10,256,16,7936,1,49858,49858,0,
20160816T193207.274957,1,51400,51400,0,2760,10,256,16,9728,1,51657,51657,0,2761,10,256,
20160902T030309.353082,256,16,12032,1,53970,53970,0,2770,10,256,16,12288,1,54227,54227,0,
20160816T193241.274957,1,55769,55769,0,2777,10,256,16,14080,1,56026,56026,0,2778,10,256,
20160902T052813.353082,256,16,16384,1,58339,58339,0,2787,10,256,16,16640,1,58596,58596,0,
20160816T193315.274957,1,60138,60138,0,2794,10,256,16,18432,1,60395,60395,0,2795,10,256,
20160902T075317.353082,256,16,20736,1,62708,62708,0,2804,10,256,16,20992,1,62965,62965,0,
20160816T193349.274957,1,64507,64507,0,2811,10,256,16,22784,1,64764,64764,0,2812,10,256,
20160902T101821.360895,256,16,25088,1,1285,1285,0,2821,11,256,16,25344,1,1542,1542,0,
20160816T193423.274957,1,3084,3084,0,2828,11,256,16,27136,1,3341,3341,0,2829,11,256,
20160902T124325.360895,256,16,29440,1,5654,5654,0,2838,11,256,16,29696,1,5911,5911,0,
20160816T193457.274957,1,7453,7453,0,2845,11,256,16,31488,1,7710,7710,0,2846,11,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T193515.274957,1,9766,9766,0,2854,11,256,16,33792,1,10023,10023,0,2855,11,256,
20160902T162517.360895,256,16,36096,1,12336,12336,0,2864,11,256,16,36352,1,12593,12593,0,
20160816T193549.274957,1,14135,14135,0,2871,11,256,16,38144,1,14392,14392,0,2872,11,256,
20160902T185021.360895,256,16,40448,1,16705,16705,0,2881,11,256,16,40704,1,16962,16962,0,
20160816T193623.274957,1,18504,18504,0,2888,11,256,16,42496,1,18761,18761,0,2889,11,256,
20160902T211525.360895,256,16,44800,1,21074,21074,0,2898,11,256,16,45056,1,21331,21331,0,
20160816T193657.274957,1,22873,22873,0,2905,11,256,16,46848,1,23130,23130,0,2906,11,256,
20160902T234029.360895,256,16,49152,1,25443,25443,0,2915,11,256,16,49408,1,25700,25700,0,
20160816T193731.274957,1,27242,27242,0,2922,11,256,16,51200,1,27499,27499,0,2923,11,256,
20160903T020533.360895,256,16,53504,1,29812,29812,0,2932,11,256,16,53760,1,30069,30069,0,
20160816T193805.274957,1,31611,31611,0,2939,11,256,16,55552,1,31868,31868,0,2940,11,256,
20160903T043037.360895,256,16,57856,1,34181,34181,0,2949,11,256,16,58112,1,34438,34438,0,
20160816T193839.274957,1,35980,35980,0,2956,11,256,16,59904,1,36237,36237,0,2957,11,256,
20160903T065541.360895,256,16,62208,1,38550,38550,0,2966,11,256,16,62464,1,38807,38807,0,
20160816T193913.274957,1,40349,40349,0,2973,11,256,16,64256,1,40606,40606,0,2974,11,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T193931.274957,1,42662,42662,0,2982,11,256,17,1024,1,42919,42919,0,2983,11,256,
20160903T103733.360895,256,17,3328,1,45232,45232,0,2992,11,256,17,3584,1,45489,45489,0,
20160816T194005.274957,1,47031,47031,0,2999,11,256,17,5376,1,47288,47288,0,3000,11,256,
20160903T130237.360895,256,17,7680,1,49601,49601,0,3009,11,256,17,7936,1,49858,49858,0,
20160816T194039.274957,1,51400,51400,0,3016,11,256,17,9728,1,51657,51657,0,3017,11,256,
20160903T152741.360895,256,17,12032,1,53970,53970,0,3026,11,256,17,12288,1,54227,54227,0,
20160816T194113.274957,1,55769,55769,0,3033,11,256,17,14080,1,56026,56026,0,3034,11,256,
20160903T175245.360895,256,17,16384,1,58339,58339,0,3043,11,256,17,16640,1,58596,58596,0,
20160816T194147.274957,1,60138,60138,0,3050,11,256,17,18432,1,60395,60395,0,3051,11,256,
20160903T201749.360895,256,17,20736,1,62708,62708,0,3060,11,256,17,20992,1,62965,62965,0,
20160816T194221.274957,1,64507,64507,0,3067,11,256,17,22784,1,64764,64764,0,3068,11,256,
20160903T224253.368707,256,17,25088,1,1285,1285,0,3077,12,256,17,25344,1,1542,1542,0,
20160816T194255.274957,1,3084,3084,0,3084,12,256,17,27136,1,3341,3341,0,3085,12,256,
20160904T010757.368707,256,17,29440,1,5654,5654,0,3094,12,256,17,29696,1,5911,5911,0,
20160816T194329.274957,1,7453,7453,0,3101,12,256,17,31488,1,7710,7710,0,3102,12,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T194347.274957,1,9766,9766,0,3110,12,256,17,33792,1,10023,10023,0,3111,12,256,
20160904T044949.368707,256,17,36096,1,12336,12336,0,3120,12,256,17,36352,1,12593,12593,0,
20160816T194421.274957,1,14135,14135,0,3127,12,256,17,38144,1,14392,14392,0,3128,12,256,
20160904T071453.368707,256,17,40448,1,16705,16705,0,3137,12,256,17,40704,1,16962,16962,0,
20160816T194455.274957,1,18504,18504,0,3144,12,256,17,42496,1,18761,18761,0,3145,12,256,
20160904T093957.368707,256,17,44800,1,21074,21074,0,3154,12,256,17,45056,1,21331,21331,0,
20160816T194529.274957,1,22873,22873,0,3161,12,256,17,46848,1,23130,23130,0,3162,12,256,
20160904T120501.368707,256,17,49152,1,25443,25443,0,3171,12,256,17,49408,1,25700,25700,0,
20160816T194603.274957,1,27242,27242,0,3178,12,256,17,51200,1,27499,27499,0,3179,12,256,
20160904T143005.368707,256,17,53504,1,29812,29812,0,3188,12,256,17,53760,1,30069,30069,0,
20160816T194637.274957,1,31611,31611,0,3195,12,256,17,55552,1,31868,31868,0,3196,12,256,
20160904T165509.368707,256,17,57856,1,34181,34181,0,3205,12,256,17,58112,1,34438,34438,0,
20160816T194711.274957,1,35980,35980,0,3212,12,256,17,59904,1,36237,36237,0,3213,12,256,
20160904T192013.368707,256,17,62208,1,38550,38550,0,3222,12,256,17,62464,1,38807,38807,0,
20160816T194745.274957,1,40349,40349,0,3229,12,256,17,64256,1,40606,40606,0,3230,12,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T194803.274957,1,42662,42662,0,3238,12,256,18,1024,1,42919,42919,0,3239,12,256,
20160904T230205.368707,256,18,3328,1,45232,45232,0,3248,12,256,18,3584,1,45489,45489,0,
20160816T194837.274957,1,47031,47031,0,3255,12,256,18,5376,1,47288,47288,0,3256,12,256,
20160905T012709.368707,256,18,7680,1,49601,49601,0,3265,12,256,18,7936,1,49858,49858,0,
20160816T194911.274957,1,51400,51400,0,3272,12,256,18,9728,1,51657,51657,0,3273,12,256,
20160905T035213.368707,256,18,12032,1,53970,53970,0,3282,12,256,18,12288,1,54227,54227,0,
20160816T194945.274957,1,55769,55769,0,3289,12,256,18,14080,1,56026,56026,0,3290,12,256,
20160905T061717.368707,256,18,16384,1,58339,58339,0,3299,12,256,18,16640,1,58596,58596,0,
20160816T195019.274957,1,60138,60138,0,3306,12,256,18,18432,1,60395,60395,0,3307,12,256,
20160905T084221.368707,256,18,20736,1,62708,62708,0,3316,12,256,18,20992,1,62965,62965,0,
20160816T195053.274957,1,64507,64507,0,3323,12,256,18,22784,1,64764,64764,0,3324,12,256,
20160905T110725.376519,256,18,25088,1,1285,1285,0,3333,13,256,18,25344,1,1542,1542,0,
20160816T195127.274957,1,3084,3084,0,3340,13,256,18,27136,1,3341,3341,0,3341,13,256,
20160905T133229.376519,256,18,29440,1,5654,5654,0,3350,13,256,18,29696,1,5911,5911,0,
20160816T195201.274957,1,7453,7453,0,3357,13,256,18,31488,1,7710,7710,0,3358,13,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T195219.274957,1,9766,9766,0,3366,13,256,18,33792,1,10023,10023,0,3367,13,256,
20160905T171421.376519,256,18,36096,1,12336,12336,0,3376,13,256,18,36352,1,12593,12593,0,
20160816T195253.274957,1,14135,14135,0,3383,13,256,18,38144,1,14392,14392,0,3384,13,256,
20160905T193925.376519,256,18,40448,1,16705,16705,0,3393,13,256,18,40704,1,16962,16962,0,
20160816T195327.274957,1,18504,18504,0,3400,13,256,18,42496,1,18761,18761,0,3401,13,256,
20160905T220429.376519,256,18,44800,1,21074,21074,0,3410,13,256,18,45056,1,21331,21331,0,
20160816T195401.274957,1,22873,22873,0,3417,13,256,18,46848,1,23130,23130,0,3418,13,256,
20160906T002933.376519,256,18,49152,1,25443,25443,0,3427,13,256,18,49408,1,25700,25700,0,
20160816T195435.274957,1,27242,27242,0,3434,13,256,18,51200,1,27499,27499,0,3435,13,256,
20160906T025437.376519,256,18,53504,1,29812,29812,0,3444,13,256,18,53760,1,30069,30069,0,
20160816T195509.274957,1,31611,31611,0,3451,13,256,18,55552,1,31868,31868,0,3452,13,256,
20160906T051941.376519,256,18,57856,1,34181,34181,0,3461,13,256,18,58112,1,34438,34438,0,
20160816T195543.274957,1,35980,35980,0,3468,13,256,18,59904,1,36237,36237,0,3469,13,256,
20160906T074445.376519,256,18,62208,1,38550,38550,0,3478,13,256,18,62464,1,38807,38807,0,
20160816T195617.274957,1,40349,40349,0,3485,13,256,18,64256,1,40606,40606,0,3486,13,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T195635.274957,1,42662,42662,0,3494,13,256,19,1024,1,42919,42919,0,3495,13,256,
20160906T112637.376519,256,19,3328,1,45232,45232,0,3504,13,256,19,3584,1,45489,45489,0,
20160816T195709.274957,1,47031,47031,0,3511,13,256,19,5376,1,47288,47288,0,3512,13,256,
20160906T135141.376519,256,19,7680,1,49601,49601,0,3521,13,256,19,7936,1,49858,49858,0,
20160816T195743.274957,1,51400,51400,0,3528,13,256,19,9728,1,51657,51657,0,3529,13,256,
20160906T161645.376519,256,19,12032,1,53970,53970,0,3538,13,256,19,12288,1,54227,54227,0,
20160816T195817.274957,1,55769,55769,0,3545,13,256,19,14080,1,56026,56026,0,3546,13,256,
20160906T184149.376519,256,19,16384,1,58339,58339,0,3555,13,256,19,16640,1,58596,58596,0,
20160816T195851.274957,1,60138,60138,0,3562,13,256,19,18432,1,60395,60395,0,3563,13,256,
20160906T210653.376519,256,19,20736,1,62708,62708,0,3572,13,256,19,20992,1,62965,62965,0,
20160816T195925.274957,1,64507,64507,0,3579,13,256,19,22784,1,64764,64764,0,3580,13,256,
20160906T233157.384332,256,19,25088,1,1285,1285,0,3589,14,256,19,25344,1,1542,1542,0,
20160816T195959.274957,1,3084,3084,0,3596,14,256,19,27136,1,3341,3341,0,3597,14,256,
20160907T015701.384332,256,19,29440,1,5654,5654,0,3606,14,256,19,29696,1,5911,5911,0,
20160816T200033.274957,1,7453,7453,0,3613,14,256,19,31488,1,7710,7710,0,3614,14,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T200051.274957,1,9766,9766,0,3622,14,256,19,33792,1,10023,10023,0,3623,14,256,
20160907T053853.384332,256,19,36096,1,12336,12336,0,3632,14,256,19,36352,1,12593,12593,0,
20160816T200125.274957,1,14135,14135,0,3639,14,256,19,38144,1,14392,14392,0,3640,14,256,
20160907T080357.384332,256,19,40448,1,16705,16705,0,3649,14,256,19,40704,1,16962,16962,0,
20160816T200159.274957,1,18504,18504,0,3656,14,256,19,42496,1,18761,18761,0,3657,14,256,
20160907T102901.384332,256,19,44800,1,21074,21074,0,3666,14,256,19,45056,1,21331,21331,0,
20160816T200233.274957,1,22873,22873,0,3673,14,256,19,46848,1,23130,23130,0,3674,14,256,
20160907T125405.384332,256,19,49152,1,25443,25443,0,3683,14,256,19,49408,1,25700,25700,0,
20160816T200307.274957,1,27242,27242,0,3690,14,256,19,51200,1,27499,27499,0,3691,14,256,
20160907T151909.384332,256,19,53504,1,29812,29812,0,3700,14,256,19,53760,1,30069,30069,0,
20160816T200341.274957,1,31611,31611,0,3707,14,256,19,55552,1,31868,31868,0,3708,14,256,
20160907T174413.384332,256,19,57856,1,34181,34181,0,3717,14,256,19,58112,1,34438,34438,0,
20160816T200415.274957,1,35980,35980,0,3724,14,256,19,59904,1,36237,36237,0,3725,14,256,
20160907T200917.384332,256,19,62208,1,38550,38550,0,3734,14,256,19,62464,1,38807,38807,0,
20160816T200449.274957,1,40349,40349,0,3741,14,256,19,64256,1,40606,40606,0,3742,14,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T200507.274957,1,42662,42662,0,3750,14,256,20,1024,1,42919,42919,0,3751,14,256,
20160907T235109.384332,256,20,3328,1,45232,45232,0,3760,14,256,20,3584,1,45489,45489,0,
20160816T200541.274957,1,47031,47031,0,3767,14,256,20,5376,1,47288,47288,0,3768,14,256,
20160908T021613.384332,256,20,7680,1,49601,49601,0,3777,14,256,20,7936,1,49858,49858,0,
20160816T200615.274957,1,51400,51400,0,3784,14,256,20,9728,1,51657,51657,0,3785,14,256,
20160908T044117.384332,256,20,12032,1,53970,53970,0,3794,14,256,20,12288,1,54227,54227,0,
20160816T200649.274957,1,55769,55769,0,3801,14,256,20,14080,1,56026,56026,0,3802,14,256,
20160908T070621.384332,256,20,16384,1,58339,58339,0,3811,14,256,20,16640,1,58596,58596,0,
20160816T200723.274957,1,60138,60138,0,3818,14,256,20,18432,1,60395,60395,0,3819,14,256,
20160908T093125.384332,256,20,20736,1,62708,62708,0,3828,14,256,20,20992,1,62965,62965,0,
20160816T200757.274957,1,64507,64507,0,3835,14,256,20,22784,1,64764,64764,0,3836,14,256,
20160908T115629.392145,256,20,25088,1,1285,1285,0,3845,15,256,20,25344,1,1542,1542,0,
20160816T200831.274957,1,3084,3084,0,3852,15,256,20,27136,1,3341,3341,0,3853,15,256,
20160908T142133.392145,256,20,29440,1,5654,5654,0,3862,15,256,20,29696,1,5911,5911,0,
20160816T200905.274957,1,7453,7453,0,3869,15,256,20,31488,1,7710,7710,0,3870,15,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T200923.274957,1,9766,9766,0,3878,15,256,20,33792,1,10023,10023,0,3879,15,256,
20160908T180325.392145,256,20,36096,1,12336,12336,0,3888,15,256,20,36352,1,12593,12593,0,
20160816T200957.274957,1,14135,14135,0,3895,15,256,20,38144,1,14392,14392,0,3896,15,256,
20160908T202829.392145,256,20,40448,1,16705,16705,0,3905,15,256,20,40704,1,16962,16962,0,
20160816T201031.274957,1,18504,18504,0,3912,15,256,20,42496,1,18761,18761,0,3913,15,256,
20160908T225333.392145,256,20,44800,1,21074,21074,0,3922,15,256,20,45056,1,21331,21331,0,
20160816T201105.274957,1,22873,22873,0,3929,15,256,20,46848,1,23130,23130,0,3930,15,256,
20160909T011837.392145,256,20,49152,1,25443,25443,0,3939,15,256,20,49408,1,25700,25700,0,
20160816T201139.274957,1,27242,27242,0,3946,15,256,20,51200,1,27499,27499,0,3947,15,256,
20160909T034341.392145,256,20,53504,1,29812,29812,0,3956,15,256,20,53760,1,30069,30069,0,
20160816T201213.274957,1,31611,31611,0,3963,15,256,20,55552,1,31868,31868,0,3964,15,256,
20160909T060845.392145,256,20,57856,1,34181,34181,0,3973,15,256,20,58112,1,34438,34438,0,
20160816T201247.274957,1,35980,35980,0,3980,15,256,20,59904,1,36237,36237,0,3981,15,256,
20160909T083349.392145,256,20,62208,1,38550,38550,0,3990,15,256,20,62464,1,38807,38807,0,
20160816T201321.274957,1,40349,40349,0,3997,15,256,20,64256,1,40606,40606,0,3998,15,256,
20160816T171421.274957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20160816T201339.274957,1,42662,42662,0,4006,15,256,21,1024,1,42919,42919,0,4007,15,256,
20160909T121541.392145,256,21,3328,1,45232,45232,0,4016,15,256,21,3584,1,45489,45489,0,
20160816T201413.274957,1,47031,47031,0,4023,15,256,21,5376,1,47288,47288,0,4024,15,256,
20160909T144045.392145,256,21,7680,1,49601,49601,0,4033,15,256,21,7936,1,49858,49858,0,
20160816T201447.274957,1,51400,51400,0,4040,15,256,21,9728,1,51657,51657,0,4041,15,256,
20160909T170549.392145,256,21,12032,1,53970,53970,0,4050,15,256,21,12288,1,54227,54227,0,
20160816T201521.274957,1,55769,55769,0,4057,15,256,21,14080,1,56026,56026,0,4058,15,256,
20160909T193053.392145,256,21,16384,1,58339,58339,0,4067,15,256,21,16640,1,58596,58596,0,
20160816T201555.274957,1,60138,60138,0,4074,15,256,21,18432,1,60395,60395,0,4075,15,256,
20160909T215557.392145,256,21,20736,1,62708,62708,0,4084,15,256,21,20992,1,62965,62965,0,
20160816T201629.274957,1,64507,64507,0,4091,15,256,21,22784,1,64764,64764,0,4092,15,256,
