Time,Status_HB,Status_LB,LUP_cnt,P1V5,P3V3,P5V,N5V,P8V,P12V,P1I5,P3I3,P5I,N5I,P8I,P12I,TE,TS1,TS2,Checksum,CMD_exec_cnt,ICU_err_cnt,Last_cmd,Last_err,HK_req_cnt,sync_count
20160817T193831.274957,0,185,167,1,19018,19018,0,46154,180,256,185,43008,1,19275,19275,0,46155,180,180,1,0,0,185,169,0,
20170517T062134.681207,180,83,0,256,185,45312,1,21588,21588,0,46164,180,256,185,45568,1,21845,21845,85,0,0,180,85,0,180,
20160817T193905.274957,0,185,184,1,23387,23387,0,46171,180,256,185,47360,1,23644,23644,0,46172,180,180,1,0,0,185,186,0,
20170517T084638.681207,180,100,0,256,185,49664,1,25957,25957,0,46181,180,256,185,49920,1,26214,26214,102,0,0,180,102,0,180,
20160817T193939.274957,0,185,201,1,27756,27756,0,46188,180,256,185,51712,1,28013,28013,0,46189,180,180,1,0,0,185,203,0,
20170517T111142.681207,180,117,0,256,185,54016,1,30326,30326,0,46198,180,256,185,54272,1,30583,30583,119,0,0,180,119,0,180,
20160817T194013.274957,0,185,218,1,32125,32125,0,46205,180,256,185,56064,1,32382,32382,0,46206,180,180,1,0,0,185,220,0,
20170517T133646.681207,180,134,0,256,185,58368,1,34695,34695,0,46215,180,256,185,58624,1,34952,34952,136,0,0,180,136,0,180,
20160817T194047.274957,0,185,235,1,36494,36494,0,46222,180,256,185,60416,1,36751,36751,0,46223,180,180,1,0,0,185,237,0,
20170517T160150.681207,180,151,0,256,185,62720,1,39064,39064,0,46232,180,256,185,62976,1,39321,39321,153,0,0,180,153,0,180,
20160817T194121.274957,0,185,252,1,40863,40863,0,46239,180,256,185,64768,1,41120,41120,0,46240,180,180,1,0,0,185,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T194139.274957,0,186,5,1,43176,43176,0,46248,180,256,186,1536,1,43433,43433,0,46249,180,180,1,0,0,186,7,0,
20170517T194342.681207,180,177,0,256,186,3840,1,45746,45746,0,46258,180,256,186,4096,1,46003,46003,179,0,0,180,179,0,180,
20160817T194213.274957,0,186,22,1,47545,47545,0,46265,180,256,186,5888,1,47802,47802,0,46266,180,180,1,0,0,186,24,0,
20170517T220846.681207,180,194,0,256,186,8192,1,50115,50115,0,46275,180,256,186,8448,1,50372,50372,196,0,0,180,196,0,180,
20160817T194247.274957,0,186,39,1,51914,51914,0,46282,180,256,186,10240,1,52171,52171,0,46283,180,180,1,0,0,186,41,0,
20170518T003350.681207,180,211,0,256,186,12544,1,54484,54484,0,46292,180,256,186,12800,1,54741,54741,213,0,0,180,213,0,180,
20160817T194321.274957,0,186,56,1,56283,56283,0,46299,180,256,186,14592,1,56540,56540,0,46300,180,180,1,0,0,186,58,0,
20170518T025854.681207,180,228,0,256,186,16896,1,58853,58853,0,46309,180,256,186,17152,1,59110,59110,230,0,0,180,230,0,180,
20160817T194355.274957,0,186,73,1,60652,60652,0,46316,180,256,186,18944,1,60909,60909,0,46317,180,180,1,0,0,186,75,0,
20170518T052358.681207,180,245,0,256,186,21248,1,63222,63222,0,46326,180,256,186,21504,1,63479,63479,247,0,0,180,247,0,180,
20160817T194429.274957,0,186,90,1,65021,65021,0,46333,180,256,186,23296,1,65278,65278,0,46334,180,180,1,0,0,186,92,0,
20170518T074902.689019,181,6,0,256,186,25600,1,1799,1799,0,46343,181,256,186,25856,1,2056,2056,8,0,0,181,8,0,181,
20160817T194503.274957,0,186,107,1,3598,3598,0,46350,181,256,186,27648,1,3855,3855,0,46351,181,181,1,0,0,186,109,0,
20170518T101406.689019,181,23,0,256,186,29952,1,6168,6168,0,46360,181,256,186,30208,1,6425,6425,25,0,0,181,25,0,181,
20160817T194537.274957,0,186,124,1,7967,7967,0,46367,181,256,186,32000,1,8224,8224,0,46368,181,181,1,0,0,186,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T194555.274957,0,186,133,1,10280,10280,0,46376,181,256,186,34304,1,10537,10537,0,46377,181,181,1,0,0,186,135,0,
20170518T135558.689019,181,49,0,256,186,36608,1,12850,12850,0,46386,181,256,186,36864,1,13107,13107,51,0,0,181,51,0,181,
20160817T194629.274957,0,186,150,1,14649,14649,0,46393,181,256,186,38656,1,14906,14906,0,46394,181,181,1,0,0,186,152,0,
20170518T162102.689019,181,66,0,256,186,40960,1,17219,17219,0,46403,181,256,186,41216,1,17476,17476,68,0,0,181,68,0,181,
20160817T194703.274957,0,186,167,1,19018,19018,0,46410,181,256,186,43008,1,19275,19275,0,46411,181,181,1,0,0,186,169,0,
20170518T184606.689019,181,83,0,256,186,45312,1,21588,21588,0,46420,181,256,186,45568,1,21845,21845,85,0,0,181,85,0,181,
20160817T194737.274957,0,186,184,1,23387,23387,0,46427,181,256,186,47360,1,23644,23644,0,46428,181,181,1,0,0,186,186,0,
20170518T211110.689019,181,100,0,256,186,49664,1,25957,25957,0,46437,181,256,186,49920,1,26214,26214,102,0,0,181,102,0,181,
20160817T194811.274957,0,186,201,1,27756,27756,0,46444,181,256,186,51712,1,28013,28013,0,46445,181,181,1,0,0,186,203,0,
20170518T233614.689019,181,117,0,256,186,54016,1,30326,30326,0,46454,181,256,186,54272,1,30583,30583,119,0,0,181,119,0,181,
20160817T194845.274957,0,186,218,1,32125,32125,0,46461,181,256,186,56064,1,32382,32382,0,46462,181,181,1,0,0,186,220,0,
20170519T020118.689019,181,134,0,256,186,58368,1,34695,34695,0,46471,181,256,186,58624,1,34952,34952,136,0,0,181,136,0,181,
20160817T194919.274957,0,186,235,1,36494,36494,0,46478,181,256,186,60416,1,36751,36751,0,46479,181,181,1,0,0,186,237,0,
20170519T042622.689019,181,151,0,256,186,62720,1,39064,39064,0,46488,181,256,186,62976,1,39321,39321,153,0,0,181,153,0,181,
20160817T194953.274957,0,186,252,1,40863,40863,0,46495,181,256,186,64768,1,41120,41120,0,46496,181,181,1,0,0,186,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T195011.274957,0,187,5,1,43176,43176,0,46504,181,256,187,1536,1,43433,43433,0,46505,181,181,1,0,0,187,7,0,
20170519T080814.689019,181,177,0,256,187,3840,1,45746,45746,0,46514,181,256,187,4096,1,46003,46003,179,0,0,181,179,0,181,
20160817T195045.274957,0,187,22,1,47545,47545,0,46521,181,256,187,5888,1,47802,47802,0,46522,181,181,1,0,0,187,24,0,
20170519T103318.689019,181,194,0,256,187,8192,1,50115,50115,0,46531,181,256,187,8448,1,50372,50372,196,0,0,181,196,0,181,
20160817T195119.274957,0,187,39,1,51914,51914,0,46538,181,256,187,10240,1,52171,52171,0,46539,181,181,1,0,0,187,41,0,
20170519T125822.689019,181,211,0,256,187,12544,1,54484,54484,0,46548,181,256,187,12800,1,54741,54741,213,0,0,181,213,0,181,
20160817T195153.274957,0,187,56,1,56283,56283,0,46555,181,256,187,14592,1,56540,56540,0,46556,181,181,1,0,0,187,58,0,
20170519T152326.689019,181,228,0,256,187,16896,1,58853,58853,0,46565,181,256,187,17152,1,59110,59110,230,0,0,181,230,0,181,
20160817T195227.274957,0,187,73,1,60652,60652,0,46572,181,256,187,18944,1,60909,60909,0,46573,181,181,1,0,0,187,75,0,
20170519T174830.689019,181,245,0,256,187,21248,1,63222,63222,0,46582,181,256,187,21504,1,63479,63479,247,0,0,181,247,0,181,
20160817T195301.274957,0,187,90,1,65021,65021,0,46589,181,256,187,23296,1,65278,65278,0,46590,181,181,1,0,0,187,92,0,
20170519T201334.696832,182,6,0,256,187,25600,1,1799,1799,0,46599,182,256,187,25856,1,2056,2056,8,0,0,182,8,0,182,
20160817T195335.274957,0,187,107,1,3598,3598,0,46606,182,256,187,27648,1,3855,3855,0,46607,182,182,1,0,0,187,109,0,
20170519T223838.696832,182,23,0,256,187,29952,1,6168,6168,0,46616,182,256,187,30208,1,6425,6425,25,0,0,182,25,0,182,
20160817T195409.274957,0,187,124,1,7967,7967,0,46623,182,256,187,32000,1,8224,8224,0,46624,182,182,1,0,0,187,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T195427.274957,0,187,133,1,10280,10280,0,46632,182,256,187,34304,1,10537,10537,0,46633,182,182,1,0,0,187,135,0,
20170520T022030.696832,182,49,0,256,187,36608,1,12850,12850,0,46642,182,256,187,36864,1,13107,13107,51,0,0,182,51,0,182,
20160817T195501.274957,0,187,150,1,14649,14649,0,46649,182,256,187,38656,1,14906,14906,0,46650,182,182,1,0,0,187,152,0,
20170520T044534.696832,182,66,0,256,187,40960,1,17219,17219,0,46659,182,256,187,41216,1,17476,17476,68,0,0,182,68,0,182,
20160817T195535.274957,0,187,167,1,19018,19018,0,46666,182,256,187,43008,1,19275,19275,0,46667,182,182,1,0,0,187,169,0,
20170520T071038.696832,182,83,0,256,187,45312,1,21588,21588,0,46676,182,256,187,45568,1,21845,21845,85,0,0,182,85,0,182,
20160817T195609.274957,0,187,184,1,23387,23387,0,46683,182,256,187,47360,1,23644,23644,0,46684,182,182,1,0,0,187,186,0,
20170520T093542.696832,182,100,0,256,187,49664,1,25957,25957,0,46693,182,256,187,49920,1,26214,26214,102,0,0,182,102,0,182,
20160817T195643.274957,0,187,201,1,27756,27756,0,46700,182,256,187,51712,1,28013,28013,0,46701,182,182,1,0,0,187,203,0,
20170520T120046.696832,182,117,0,256,187,54016,1,30326,30326,0,46710,182,256,187,54272,1,30583,30583,119,0,0,182,119,0,182,
20160817T195717.274957,0,187,218,1,32125,32125,0,46717,182,256,187,56064,1,32382,32382,0,46718,182,182,1,0,0,187,220,0,
20170520T142550.696832,182,134,0,256,187,58368,1,34695,34695,0,46727,182,256,187,58624,1,34952,34952,136,0,0,182,136,0,182,
20160817T195751.274957,0,187,235,1,36494,36494,0,46734,182,256,187,60416,1,36751,36751,0,46735,182,182,1,0,0,187,237,0,
20170520T165054.696832,182,151,0,256,187,62720,1,39064,39064,0,46744,182,256,187,62976,1,39321,39321,153,0,0,182,153,0,182,
20160817T195825.274957,0,187,252,1,40863,40863,0,46751,182,256,187,64768,1,41120,41120,0,46752,182,182,1,0,0,187,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T195843.274957,0,188,5,1,43176,43176,0,46760,182,256,188,1536,1,43433,43433,0,46761,182,182,1,0,0,188,7,0,
20170520T203246.696832,182,177,0,256,188,3840,1,45746,45746,0,46770,182,256,188,4096,1,46003,46003,179,0,0,182,179,0,182,
20160817T195917.274957,0,188,22,1,47545,47545,0,46777,182,256,188,5888,1,47802,47802,0,46778,182,182,1,0,0,188,24,0,
20170520T225750.696832,182,194,0,256,188,8192,1,50115,50115,0,46787,182,256,188,8448,1,50372,50372,196,0,0,182,196,0,182,
20160817T195951.274957,0,188,39,1,51914,51914,0,46794,182,256,188,10240,1,52171,52171,0,46795,182,182,1,0,0,188,41,0,
20170521T012254.696832,182,211,0,256,188,12544,1,54484,54484,0,46804,182,256,188,12800,1,54741,54741,213,0,0,182,213,0,182,
20160817T200025.274957,0,188,56,1,56283,56283,0,46811,182,256,188,14592,1,56540,56540,0,46812,182,182,1,0,0,188,58,0,
20170521T034758.696832,182,228,0,256,188,16896,1,58853,58853,0,46821,182,256,188,17152,1,59110,59110,230,0,0,182,230,0,182,
20160817T200059.274957,0,188,73,1,60652,60652,0,46828,182,256,188,18944,1,60909,60909,0,46829,182,182,1,0,0,188,75,0,
20170521T061302.696832,182,245,0,256,188,21248,1,63222,63222,0,46838,182,256,188,21504,1,63479,63479,247,0,0,182,247,0,182,
20160817T200133.274957,0,188,90,1,65021,65021,0,46845,182,256,188,23296,1,65278,65278,0,46846,182,182,1,0,0,188,92,0,
20170521T083806.704645,183,6,0,256,188,25600,1,1799,1799,0,46855,183,256,188,25856,1,2056,2056,8,0,0,183,8,0,183,
20160817T200207.274957,0,188,107,1,3598,3598,0,46862,183,256,188,27648,1,3855,3855,0,46863,183,183,1,0,0,188,109,0,
20170521T110310.704645,183,23,0,256,188,29952,1,6168,6168,0,46872,183,256,188,30208,1,6425,6425,25,0,0,183,25,0,183,
20160817T200241.274957,0,188,124,1,7967,7967,0,46879,183,256,188,32000,1,8224,8224,0,46880,183,183,1,0,0,188,126,0,
20160816T171421.274957,0,0,0,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T200259.274957,0,188,133,1,10280,10280,0,46888,183,256,188,34304,1,10537,10537,0,46889,183,183,1,0,0,188,135,0,
20170521T144502.704645,183,49,0,256,188,36608,1,12850,12850,0,46898,183,256,188,36864,1,13107,13107,51,0,0,183,51,0,183,
20160817T200333.274957,0,188,150,1,14649,14649,0,46905,183,256,188,38656,1,14906,14906,0,46906,183,183,1,0,0,188,152,0,
20170521T171006.704645,183,66,0,256,188,40960,1,17219,17219,0,46915,183,256,188,41216,1,17476,17476,68,0,0,183,68,0,183,
20160817T200407.274957,0,188,167,1,19018,19018,0,46922,183,256,188,43008,1,19275,19275,0,46923,183,183,1,0,0,188,169,0,
20170521T193510.704645,183,83,0,256,188,45312,1,21588,21588,0,46932,183,256,188,45568,1,21845,21845,85,0,0,183,85,0,183,
20160817T200441.274957,0,188,184,1,23387,23387,0,46939,183,256,188,47360,1,23644,23644,0,46940,183,183,1,0,0,188,186,0,
20170521T220014.704645,183,100,0,256,188,49664,1,25957,25957,0,46949,183,256,188,49920,1,26214,26214,102,0,0,183,102,0,183,
20160817T200515.274957,0,188,201,1,27756,27756,0,46956,183,256,188,51712,1,28013,28013,0,46957,183,183,1,0,0,188,203,0,
20170522T002518.704645,183,117,0,256,188,54016,1,30326,30326,0,46966,183,256,188,54272,1,30583,30583,119,0,0,183,119,0,183,
20160817T200549.274957,0,188,218,1,32125,32125,0,46973,183,256,188,56064,1,32382,32382,0,46974,183,183,1,0,0,188,220,0,
20170522T025022.704645,183,134,0,256,188,58368,1,34695,34695,0,46983,183,256,188,58624,1,34952,34952,136,0,0,183,136,0,183,
20160817T200623.274957,0,188,235,1,36494,36494,0,46990,183,256,188,60416,1,36751,36751,0,46991,183,183,1,0,0,188,237,0,
20170522T051526.704645,183,151,0,256,188,62720,1,39064,39064,0,47000,183,256,188,62976,1,39321,39321,153,0,0,183,153,0,183,
20160817T200657.274957,0,188,252,1,40863,40863,0,47007,183,256,188,64768,1,41120,41120,0,47008,183,183,1,0,0,188,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T200715.274957,0,189,5,1,43176,43176,0,47016,183,256,189,1536,1,43433,43433,0,47017,183,183,1,0,0,189,7,0,
20170522T085718.704645,183,177,0,256,189,3840,1,45746,45746,0,47026,183,256,189,4096,1,46003,46003,179,0,0,183,179,0,183,
20160817T200749.274957,0,189,22,1,47545,47545,0,47033,183,256,189,5888,1,47802,47802,0,47034,183,183,1,0,0,189,24,0,
20170522T112222.704645,183,194,0,256,189,8192,1,50115,50115,0,47043,183,256,189,8448,1,50372,50372,196,0,0,183,196,0,183,
20160817T200823.274957,0,189,39,1,51914,51914,0,47050,183,256,189,10240,1,52171,52171,0,47051,183,183,1,0,0,189,41,0,
20170522T134726.704645,183,211,0,256,189,12544,1,54484,54484,0,47060,183,256,189,12800,1,54741,54741,213,0,0,183,213,0,183,
20160817T200857.274957,0,189,56,1,56283,56283,0,47067,183,256,189,14592,1,56540,56540,0,47068,183,183,1,0,0,189,58,0,
20170522T161230.704645,183,228,0,256,189,16896,1,58853,58853,0,47077,183,256,189,17152,1,59110,59110,230,0,0,183,230,0,183,
20160817T200931.274957,0,189,73,1,60652,60652,0,47084,183,256,189,18944,1,60909,60909,0,47085,183,183,1,0,0,189,75,0,
20170522T183734.704645,183,245,0,256,189,21248,1,63222,63222,0,47094,183,256,189,21504,1,63479,63479,247,0,0,183,247,0,183,
20160817T201005.274957,0,189,90,1,65021,65021,0,47101,183,256,189,23296,1,65278,65278,0,47102,183,183,1,0,0,189,92,0,
20170522T210238.712457,184,6,0,256,189,25600,1,1799,1799,0,47111,184,256,189,25856,1,2056,2056,8,0,0,184,8,0,184,
20160817T201039.274957,0,189,107,1,3598,3598,0,47118,184,256,189,27648,1,3855,3855,0,47119,184,184,1,0,0,189,109,0,
20170522T232742.712457,184,23,0,256,189,29952,1,6168,6168,0,47128,184,256,189,30208,1,6425,6425,25,0,0,184,25,0,184,
20160817T201113.274957,0,189,124,1,7967,7967,0,47135,184,256,189,32000,1,8224,8224,0,47136,184,184,1,0,0,189,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T201131.274957,0,189,133,1,10280,10280,0,47144,184,256,189,34304,1,10537,10537,0,47145,184,184,1,0,0,189,135,0,
20170523T030934.712457,184,49,0,256,189,36608,1,12850,12850,0,47154,184,256,189,36864,1,13107,13107,51,0,0,184,51,0,184,
20160817T201205.274957,0,189,150,1,14649,14649,0,47161,184,256,189,38656,1,14906,14906,0,47162,184,184,1,0,0,189,152,0,
20170523T053438.712457,184,66,0,256,189,40960,1,17219,17219,0,47171,184,256,189,41216,1,17476,17476,68,0,0,184,68,0,184,
20160817T201239.274957,0,189,167,1,19018,19018,0,47178,184,256,189,43008,1,19275,19275,0,47179,184,184,1,0,0,189,169,0,
20170523T075942.712457,184,83,0,256,189,45312,1,21588,21588,0,47188,184,256,189,45568,1,21845,21845,85,0,0,184,85,0,184,
20160817T201313.274957,0,189,184,1,23387,23387,0,47195,184,256,189,47360,1,23644,23644,0,47196,184,184,1,0,0,189,186,0,
20170523T102446.712457,184,100,0,256,189,49664,1,25957,25957,0,47205,184,256,189,49920,1,26214,26214,102,0,0,184,102,0,184,
20160817T201347.274957,0,189,201,1,27756,27756,0,47212,184,256,189,51712,1,28013,28013,0,47213,184,184,1,0,0,189,203,0,
20170523T124950.712457,184,117,0,256,189,54016,1,30326,30326,0,47222,184,256,189,54272,1,30583,30583,119,0,0,184,119,0,184,
20160817T201421.274957,0,189,218,1,32125,32125,0,47229,184,256,189,56064,1,32382,32382,0,47230,184,184,1,0,0,189,220,0,
20170523T151454.712457,184,134,0,256,189,58368,1,34695,34695,0,47239,184,256,189,58624,1,34952,34952,136,0,0,184,136,0,184,
20160817T201455.274957,0,189,235,1,36494,36494,0,47246,184,256,189,60416,1,36751,36751,0,47247,184,184,1,0,0,189,237,0,
20170523T173958.712457,184,151,0,256,189,62720,1,39064,39064,0,47256,184,256,189,62976,1,39321,39321,153,0,0,184,153,0,184,
20160817T201529.274957,0,189,252,1,40863,40863,0,47263,184,256,189,64768,1,41120,41120,0,47264,184,184,1,0,0,189,254,0,
20160816T171421.274957,0,0,0,0,163,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,41891,163,163,163,163,163,163,163,
20160817T201547.274957,0,190,5,1,43176,43176,0,47272,184,256,190,1536,1,43433,43433,0,47273,184,184,1,0,0,190,7,0,
20170523T212150.712457,184,177,0,256,190,3840,1,45746,45746,0,47282,184,256,190,4096,1,46003,46003,179,0,0,184,179,0,184,
20160817T201621.274957,0,190,22,1,47545,47545,0,47289,184,256,190,5888,1,47802,47802,0,47290,184,184,1,0,0,190,24,0,
20170523T234654.712457,184,194,0,256,190,8192,1,50115,50115,0,47299,184,256,190,8448,1,50372,50372,196,0,0,184,196,0,184,
20160817T201655.274957,0,190,39,1,51914,51914,0,47306,184,256,190,10240,1,52171,52171,0,47307,184,184,1,0,0,190,41,0,
20170524T021158.712457,184,211,0,256,190,12544,1,54484,54484,0,47316,184,256,190,12800,1,54741,54741,213,0,0,184,213,0,184,
20160817T201729.274957,0,190,56,1,56283,56283,0,47323,184,256,190,14592,1,56540,56540,0,47324,184,184,1,0,0,190,58,0,
20170524T043702.712457,184,228,0,256,190,16896,1,58853,58853,0,47333,184,256,190,17152,1,59110,59110,230,0,0,184,230,0,184,
20160817T201803.274957,0,190,73,1,60652,60652,0,47340,184,256,190,18944,1,60909,60909,0,47341,184,184,1,0,0,190,75,0,
20170524T070206.712457,184,245,0,256,190,21248,1,63222,63222,0,47350,184,256,190,21504,1,63479,63479,247,0,0,184,247,0,184,
20160817T201837.274957,0,190,90,1,65021,65021,0,47357,184,256,190,23296,1,65278,65278,0,47358,184,184,1,0,0,190,92,0,
20170524T092710.720269,185,6,0,256,190,25600,1,1799,1799,0,47367,185,256,190,25856,1,2056,2056,8,0,0,185,8,0,185,
20160817T201911.274957,0,190,107,1,3598,3598,0,47374,185,256,190,27648,1,3855,3855,0,47375,185,185,1,0,0,190,109,0,
20170524T115214.720269,185,23,0,256,190,29952,1,6168,6168,0,47384,185,256,190,30208,1,6425,6425,25,0,0,185,25,0,185,
20160817T201945.274957,0,190,124,1,7967,7967,0,47391,185,256,190,32000,1,8224,8224,0,47392,185,185,1,0,0,190,126,0,
20160816T171421.274957,0,0,0,0,35,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,8995,35,35,35,35,35,35,35,
20160817T202003.274957,0,190,133,1,10280,10280,0,47400,185,256,190,34304,1,10537,10537,0,47401,185,185,1,0,0,190,135,0,
20170524T153406.720269,185,49,0,256,190,36608,1,12850,12850,0,47410,185,256,190,36864,1,13107,13107,51,0,0,185,51,0,185,
20160817T202037.274957,0,190,150,1,14649,14649,0,47417,185,256,190,38656,1,14906,14906,0,47418,185,185,1,0,0,190,152,0,
20170524T175910.720269,185,66,0,256,190,40960,1,17219,17219,0,47427,185,256,190,41216,1,17476,17476,68,0,0,185,68,0,185,
20160817T202111.274957,0,190,167,1,19018,19018,0,47434,185,256,190,43008,1,19275,19275,0,47435,185,185,1,0,0,190,169,0,
20170524T202414.720269,185,83,0,256,190,45312,1,21588,21588,0,47444,185,256,190,45568,1,21845,21845,85,0,0,185,85,0,185,
20160817T202145.274957,0,190,184,1,23387,23387,0,47451,185,256,190,47360,1,23644,23644,0,47452,185,185,1,0,0,190,186,0,
20170524T224918.720269,185,100,0,256,190,49664,1,25957,25957,0,47461,185,256,190,49920,1,26214,26214,102,0,0,185,102,0,185,
20160817T202219.274957,0,190,201,1,27756,27756,0,47468,185,256,190,51712,1,28013,28013,0,47469,185,185,1,0,0,190,203,0,
20170525T011422.720269,185,117,0,256,190,54016,1,30326,30326,0,47478,185,256,190,54272,1,30583,30583,119,0,0,185,119,0,185,
20160817T202253.274957,0,190,218,1,32125,32125,0,47485,185,256,190,56064,1,32382,32382,0,47486,185,185,1,0,0,190,220,0,
20170525T033926.720269,185,134,0,256,190,58368,1,34695,34695,0,47495,185,256,190,58624,1,34952,34952,136,0,0,185,136,0,185,
20160817T202327.274957,0,190,235,1,36494,36494,0,47502,185,256,190,60416,1,36751,36751,0,47503,185,185,1,0,0,190,237,0,
20170525T060430.720269,185,151,0,256,190,62720,1,39064,39064,0,47512,185,256,190,62976,1,39321,39321,153,0,0,185,153,0,185,
20160817T202401.274957,0,190,252,1,40863,40863,0,47519,185,256,190,64768,1,41120,41120,0,47520,185,185,1,0,0,190,254,0,
